Symbol,Name,Sector
3850.T,NTT DATA INTRAMART CORPORATION,Information & Communication
3851.T,"Nippon Ichi Software,Inc.",Information & Communication
3853.T,ASTERIA Corporation,Information & Communication
3854.T,I'LL INC,Information & Communication
3856.T,Abalance Corporation,Electric Appliances
3857.T,"LAC Co.,Ltd.",Information & Communication
3858.T,Ubiquitous AI Corporation,Information & Communication
3861.T,Oji Holdings Corporation,Pulp and Paper
3863.T,"Nippon Paper Industries Co.,Ltd.",Pulp and Paper
3864.T,Mitsubishi Paper Mills Limited,Pulp and Paper
3865.T,Hokuetsu Corporation,Pulp and Paper
3877.T,"Chuetsu Pulp & Paper Co.,Ltd.",Pulp and Paper
3878.T,TOMOEGAWA CORPORATION,Chemicals
3880.T,Daio Paper Corporation,Pulp and Paper
3891.T,NIPPON KODOSHI CORPORATION,Pulp and Paper
3892.T,"Okayama Paper Industries Co.,Ltd.",Pulp and Paper
3895.T,HAVIX CORPORATION,Pulp and Paper
3896.T,"AWA PAPER & TECHNOLOGICAL COMPANY,Inc.",Pulp and Paper
3900.T,CrowdWorks Inc.,Information & Communication
3901.T,"MarkLines Co.,Ltd.",Information & Communication
3902.T,"Medical Data Vision Co.,Ltd.",Information & Communication
3903.T,gumi Inc.,Information & Communication
3904.T,KAYAC Inc.,Information & Communication
3905.T,Datasection Inc.,Information & Communication
3907.T,Silicon Studio Corp.,Information & Communication
3908.T,Collabos Corporation,Information & Communication
3909.T,Showcase Inc.,Information & Communication
3910.T,MKSystem Corporation,Information & Communication
3911.T,Aiming Inc.,Information & Communication
3912.T,"Mobile Factory,Inc.",Information & Communication
3913.T,"GreenBee,Inc.",Information & Communication
3914.T,JIG-SAW INC.,Information & Communication
3915.T,"TerraSky Co.,Ltd",Information & Communication
3916.T,Digital Information Technologies Corporation,Information & Communication
3917.T,"iRidge,Inc.",Information & Communication
3918.T,"PCI Holdings,INC.",Information & Communication
3920.T,"Internetworking and Broadband Consulting Co.,Ltd.",Information & Communication
3921.T,NEOJAPAN Inc.,Information & Communication
3922.T,PR TIMES Corporation,Information & Communication
3923.T,"RAKUS Co.,Ltd.",Information & Communication
3924.T,"R&D COMPUTER CO.,LTD.",Information & Communication
3925.T,Double Standard Inc.,Information & Communication
3926.T,Open Door Inc.,Information & Communication
3927.T,Fuva Brain Limited,Information & Communication
3928.T,Mynet Inc.,Information & Communication
3929.T,"SOCIALWIRE CO.,LTD.",Information & Communication
3930.T,"Hatena Co.,Ltd.",Information & Communication
3931.T,VALUE GOLF Inc.,Information & Communication
3932.T,Akatsuki Inc.,Information & Communication
3933.T,"CHIeru Co.,Ltd.",Information & Communication
3934.T,"BENEFIT JAPAN Co.,LTD.",Information & Communication
3935.T,"Edia Co.,Ltd.",Information & Communication
3936.T,"Globalway,Inc.",Information & Communication
3937.T,"Ubicom Holdings,Inc.",Information & Communication
3939.T,"Kanamic Network Co.,LTD",Information & Communication
3940.T,"Nomura System Corporation Co,Ltd.",Information & Communication
3941.T,"Rengo Co.,Ltd.",Pulp and Paper
3943.T,"OHISHI SANGYO CO.,LTD.",Pulp and Paper
3944.T,"Furubayashi Shiko Co.,Ltd.",Pulp and Paper
3945.T,"Superbag Company,Limited",Pulp and Paper
3946.T,"TOMOKU CO.,LTD.",Pulp and Paper
3947.T,"Dynapac Co.,Ltd.",Pulp and Paper
3948.T,"HIKARI BUSINESS FORM CO.,LTD.",Pulp and Paper
3950.T,THE PACK CORPORATION,Pulp and Paper
3951.T,"ASAHI PRINTING CO.,LTD.",Pulp and Paper
3953.T,"OHMURA SHIGYO CO.,LTD.",Pulp and Paper
3954.T,SHOWA PAXXS CORPORATION,Pulp and Paper
3955.T,"IMURA & Co.,Ltd.",Pulp and Paper
3958.T,"Sasatoku Printing Co.,Ltd.",Pulp and Paper
3961.T,"Silver Egg Technology CO.,Ltd.",Information & Communication
3962.T,"CHANGE Holdings,Inc.",Information & Communication
3963.T,"Synchro Food Co.,Ltd.",Information & Communication
3964.T,AUCNET INC.,Information & Communication
3965.T,"Capital Asset Planning,Inc.",Information & Communication
3967.T,"Eltes Co.,Ltd.",Information & Communication
3968.T,"Segue Group Co.,Ltd.",Information & Communication
3969.T,ATLED CORP.,Information & Communication
3970.T,Innovation Inc.,Information & Communication
3974.T,SCAT Inc.,Information & Communication
3976.T,SHANON Inc.,Information & Communication
3978.T,"MACROMILL,INC.",Information & Communication
3979.T,"ULURU.CO.,LTD.",Information & Communication
3981.T,Beaglee Inc.,Information & Communication
3983.T,"ORO Co.,Ltd.",Information & Communication
3984.T,"User Local,Inc.",Information & Communication
3985.T,TEMONA.inc.,Information & Communication
3986.T,"bBreak Systems Company,Limited",Information & Communication
3987.T,Ecomott Inc.,Information & Communication
3988.T,"SYS Holdings Co.,Ltd.",Information & Communication
3989.T,SHARINGTECHNOLOGY.INC,Information & Communication
3990.T,"UUUM Co.,Ltd.",Information & Communication
3991.T,"Wantedly,Inc",Information & Communication
3992.T,Needs Well Inc.,Information & Communication
3993.T,PKSHA Technology Inc.,Information & Communication
3994.T,"Money Forward,Inc.",Information & Communication
3996.T,Signpost Corporation,Information & Communication
3997.T,"TRADE WORKS Co.,Ltd",Information & Communication
3998.T,"SuRaLa Net Co.,Ltd.",Information & Communication
4004.T,Resonac Holdings Corporation,Chemicals
4005.T,"SUMITOMO CHEMICAL COMPANY,LIMITED",Chemicals
4008.T,"Sumitomo Seika Chemicals Company,Limited.",Chemicals
4011.T,"Headwaters Co.,Ltd",Information & Communication
4012.T,"AXIS CO.,LTD.",Information & Communication
4013.T,"Kinjiro Co.,Ltd.",Information & Communication
4014.T,"KARADANOTE,INC.",Information & Communication
4015.T,Paycloud Holdings Inc.,Information & Communication
4016.T,"MIT Holdings CO.,LTD.",Information & Communication
4017.T,CREEMA LTD.,Information & Communication
4019.T,"Stmn,Inc.",Information & Communication
4020.T,BETREND CORPORATION,Information & Communication
4021.T,Nissan Chemical Corporation,Chemicals
4022.T,"Rasa Industries,Ltd.",Chemicals
4023.T,KUREHA CORPORATION,Chemicals
4025.T,"TAKI CHEMICAL CO.,LTD.",Chemicals
4026.T,"Konoshima Chemical Co.,Ltd.",Glass and Ceramics Products
4027.T,TAYCA CORPORATION,Chemicals
4028.T,"ISHIHARA SANGYO KAISHA,LTD.",Chemicals
4031.T,Katakura & Co-op Agri Corporation,Chemicals
4040.T,"NANKAI CHEMICAL COMPANY,LIMITED",Chemicals
4041.T,"Nippon Soda Co.,Ltd.",Chemicals
4042.T,TOSOH CORPORATION,Chemicals
4043.T,Tokuyama Corporation,Chemicals
4044.T,"Central Glass Co.,Ltd.",Chemicals
4045.T,"TOAGOSEI CO.,LTD.",Chemicals
4046.T,"OSAKA SODA CO.,LTD.",Chemicals
4047.T,"KANTO DENKA KOGYO CO.,LTD.",Chemicals
4051.T,"GMO Financial Gate,Inc.",Information & Communication
4052.T,Ficha Inc.,Information & Communication
4053.T,Sun* Inc.,Information & Communication
4054.T,"Japan PropTech Co.,Ltd.",Information & Communication
4055.T,T&S Group Inc.,Information & Communication
4056.T,Neural Group Inc.,Information & Communication
4057.T,"Interfactory,Inc.",Information & Communication
4058.T,"Toyokumo,Inc.",Information & Communication
4059.T,"Magmag,Inc.",Information & Communication
4060.T,rakumo Inc.,Information & Communication
4061.T,Denka Company Limited,Chemicals
4062.T,"IBIDEN CO.,LTD.",Electric Appliances
4063.T,"Shin-Etsu Chemical Co.,Ltd.",Chemicals
4064.T,"Nippon Carbide Industries Company,Incorporated",Chemicals
4068.T,Basis Corporation,Information & Communication
4069.T,BlueMeme Inc.,Information & Communication
4071.T,"Plus Alpha Consulting Co.,LTD.",Information & Communication
4072.T,"Densan System Holdings Co.,Ltd.",Information & Communication
4073.T,"Global Communication Planning Co.,Ltd.",Information & Communication
4074.T,"LaKeel,Inc.",Information & Communication
4075.T,"Brains Technology,Inc.",Information & Communication
4076.T,"CNS Co.,Ltd.",Information & Communication
4078.T,"Sakai Chemical Industry Co.,Ltd.",Chemicals
4080.T,TANAKA CHEMICAL CORPORATION,Chemicals
4082.T,"DAIICHI KIGENSO KAGAKU-KOGYO CO.,LTD",Chemicals
4088.T,AIR WATER INC.,Chemicals
4091.T,NIPPON SANSO HOLDINGS CORPORATION,Chemicals
4092.T,"Nippon Chemical Industrial Co.,Ltd.",Chemicals
4093.T,"Toho Acetylene Co.,Ltd.",Chemicals
4094.T,"NIHON KAGAKU SANGYO CO.,LTD.",Chemicals
4095.T,"NIHON PARKERIZING CO.,LTD.",Chemicals
4097.T,"KOATSU GAS KOGYO CO.,LTD.",Chemicals
4098.T,"Titan Kogyo ,Ltd.",Chemicals
4099.T,SHIKOKU KASEI HOLDINGS CORPORATION,Chemicals
4100.T,TODA KOGYO CORP.,Chemicals
4102.T,"Maruo Calcium Co.,Ltd.",Chemicals
4107.T,ISE CHEMICALS CORPORATION,Chemicals
4109.T,STELLA CHEMIFA CORPORATION,Chemicals
4112.T,"Hodogaya Chemical Co.,Ltd.",Chemicals
4113.T,"TAOKA CHEMICAL COMPANY,LIMITED",Chemicals
4114.T,"NIPPON SHOKUBAI CO.,LTD.",Chemicals
4116.T,"Dainichiseika Color & Chemicals Mfg.Co.,Ltd.",Chemicals
4118.T,KANEKA CORPORATION,Chemicals
4119.T,"Nippon Pigment Company,Limited",Chemicals
4120.T,"SUGAI CHEMICAL INDUSTRY CO.,LTD.",Chemicals
4124.T,OSAKA YUKA INDUSTRY LTD.,Chemicals
4125.T,SANWAYUKA INDUSTRY CORPORATION,Chemicals
4151.T,"Kyowa Kirin Co.,Ltd.",Pharmaceutical
4165.T,"PLAID,Inc.",Information & Communication
4166.T,Cacco Inc.,Information & Communication
4167.T,Kokopelli Inc.,Information & Communication
4168.T,"Yappli,Inc.",Information & Communication
4169.T,ENECHANGE Ltd.,Information & Communication
4170.T,"Kaizen Platform,Inc.",Information & Communication
4171.T,"Global Information,Inc.",Information & Communication
4172.T,"TOWA Hi SYSTEM CO.,LTD.",Information & Communication
4173.T,WACUL.INC,Information & Communication
4174.T,Appirits Inc.,Information & Communication
4175.T,coly Inc.,Information & Communication
4176.T,coconala Inc.,Information & Communication
4177.T,"i-plug,Inc.",Information & Communication
4178.T,Sharing Innovations Inc.,Information & Communication
4179.T,G-NEXT Inc.,Information & Communication
4180.T,"Appier Group,Inc.",Information & Communication
4182.T,"Mitsubishi Gas Chemical Company,Inc.",Chemicals
4183.T,"Mitsui Chemicals,Inc.",Chemicals
4186.T,"TOKYO OHKA KOGYO CO.,LTD.",Chemicals
4187.T,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,Chemicals
4188.T,Mitsubishi Chemical Group Corporation,Chemicals
4189.T,"KH Neochem Co.,Ltd.",Chemicals
4192.T,SpiderPlus & Co.,Information & Communication
4193.T,"Fabrica Holdings Co.,Ltd.",Information & Communication
4194.T,"Visional,Inc.",Information & Communication
4196.T,NEO MARKETING Inc.,Information & Communication
4197.T,"ASMARQ Co.,Ltd.",Information & Communication
4198.T,"TENDA Co.,LTD.",Information & Communication
4199.T,WonderPlanet Inc.,Information & Communication
4202.T,Daicel Corporation,Chemicals
4203.T,"Sumitomo Bakelite Company,Limited",Chemicals
4204.T,"Sekisui Chemical Co.,Ltd.",Chemicals
4205.T,ZEON CORPORATION,Chemicals
4206.T,"Aica Kogyo Company,Limited",Chemicals
4208.T,UBE Corporation,Chemicals
4212.T,Sekisui Jushi Corporation,Chemicals
4215.T,C.I. TAKIRON Corporation,Chemicals
4216.T,ASAHI YUKIZAI CORPORATION,Chemicals
4218.T,"NICHIBAN CO.,LTD.",Chemicals
4220.T,RIKEN TECHNOS CORPORATION,Chemicals
4221.T,"Okura Industrial Co.,Ltd.",Chemicals
4222.T,"KODAMA CHEMICAL INDUSTRY CO.,LTD.",Chemicals
4224.T,LONSEAL CORPORATION,Chemicals
4228.T,"Sekisui Kasei Co.,Ltd.",Chemicals
4229.T,"Gun Ei Chemical Industry Co.,Ltd.",Chemicals
4231.T,TIGERS POLYMER CORPORATION,Chemicals
4234.T,"Sun A.Kaken Company,Limited",Chemicals
4235.T,"Ultrafabrics Holdings Co.,Ltd.",Chemicals
4237.T,Fujipream Corporation,Chemicals
4238.T,"Miraial Co.,Ltd.",Chemicals
4240.T,"CLUSTER TECHNOLOGY CO.,LTD.",Chemicals
4241.T,atect corporation,Chemicals
4242.T,TAKAGI SEIKO CORPORATION,Chemicals
4243.T,"NIX,INC.",Chemicals
4245.T,"Daiki Axis Co.,Ltd.",Chemicals
4246.T,DaikyoNishikawa Corporation,Chemicals
4247.T,"POVAL KOGYO CO.,LTD.",Chemicals
4248.T,"Takemoto Yohki Co.,Ltd.",Chemicals
4249.T,"MORIROKU HOLDINGS COMPANY,LTD.",Chemicals
4251.T,KEIWA Incorporated,Chemicals
4255.T,THECOO Inc.,Information & Communication
4256.T,"CYND Co.,Ltd.",Information & Communication
4257.T,Evixar Inc.,Information & Communication
4258.T,AMIYA Corporation,Information & Communication
4259.T,ExaWizards Inc.,Information & Communication
4260.T,"Hybrid Technologies Co.,Ltd.",Information & Communication
4261.T,"AsiaQuest Co.,Ltd.",Information & Communication
4262.T,"NIFTY Lifestyle Co.,Ltd.",Information & Communication
4263.T,"SUSMED,Inc.",Information & Communication
4264.T,"SECURE,INC.",Information & Communication
4265.T,Institution for a Global Society Corporation,Information & Communication
4267.T,LIGHTWORKS Corporation,Information & Communication
4268.T,EDGE Technology Inc.,Information & Communication
4270.T,BeeX Inc.,Information & Communication
4272.T,"NIPPON KAYAKU CO.,LTD.",Chemicals
4274.T,"HOSOYA PYRO-ENGINEERING CO.,LTD.",Chemicals
4275.T,"Carlit Holdings Co.,Ltd.",Chemicals
4284.T,"SOLXYZ Co.,Ltd.",Information & Communication
4286.T,CL Holdings Inc.,Services
4287.T,JUST PLANNING INC.,Information & Communication
4288.T,"Asgent,Inc.",Information & Communication
4290.T,Prestige International Inc.,Services
4293.T,"SEPTENI HOLDINGS CO.,LTD.",Services
4295.T,"Faith, Inc.",Information & Communication
4298.T,PROTO CORPORATION,Information & Communication
4299.T,"HIMACS,Ltd.",Information & Communication
4301.T,AMUSE INC.,Services
4304.T,Estore Corporation,Information & Communication
4307.T,"Nomura Research Institute,Ltd.",Information & Communication
4308.T,J-Stream Inc.,Information & Communication
4310.T,Dream Incubator Inc.,Services
4316.T,"BeMap,Inc.",Information & Communication
4317.T,Ray Corporation,Services
4318.T,"QUICK CO.,LTD.",Services
4319.T,"TAC CO.,LTD.",Services
4320.T,"CE Holdings Co.,Ltd.",Information & Communication
4323.T,"Japan System Techniques Co.,Ltd.",Information & Communication
4324.T,DENTSU GROUP INC.,Services
4326.T,INTAGE HOLDINGS Inc.,Information & Communication
4331.T,"TAKE AND GIVE. NEEDS Co.,Ltd.",Services
4333.T,"TOHO SYSTEM SCIENCE CO.,LTD.",Information & Communication
4334.T,"YUKE'S Co.,Ltd.",Information & Communication
4335.T,"IPS CO.,LTD.",Information & Communication
4337.T,PIA CORPORATION,Services
4341.T,SEIRYO ELECTRIC CORPORATION,Services
4343.T,"AEON Fantasy Co.,LTD.",Services
4344.T,SOURCENEXT CORPORATION,Information & Communication
4345.T,"CTS Co.,Ltd.",Services
4346.T,NEXYZ.Group Corporation,Other Financing Business
4347.T,Broadmedia Corporation,Services
4348.T,INFOCOM CORPORATION,Information & Communication
4350.T,"MEDICAL SYSTEM NETWORK Co.,Ltd.",Retail Trade
4351.T,"YAMADA SERVICER SYNTHETIC OFFICE CO.,LTD",Other Financing Business
4356.T,"APPLIED TECHNOLOGY CO.,LTD.",Information & Communication
4360.T,"MANAC Chemical Partners Co.,Ltd",Chemicals
4361.T,"KAWAGUCHI CHEMICAL INDUSTRY CO.,LTD.",Chemicals
4362.T,"Nippon Fine Chemical Co.,Ltd.",Chemicals
4365.T,"MATSUMOTO YUSHI-SEIYAKU CO.,LTD.",Chemicals
4366.T,Daito Chemix Corporation,Chemicals
4367.T,"KOEI CHEMICAL COMPANY,LIMITED",Chemicals
4368.T,"FUSO CHEMICAL CO.,LTD.",Chemicals
4369.T,Tri Chemical Laboratories Inc.,Chemicals
4370.T,Mobilus Corporation,Information & Communication
4371.T,Core Concept Technologies Inc.,Information & Communication
4372.T,"YMIRLINK,Inc.",Information & Communication
4373.T,"Simplex Holdings,Inc.",Information & Communication
4374.T,ROBOT PAYMENT INC.,Information & Communication
4375.T,Safie Inc.,Information & Communication
4376.T,Kufu Company Inc.,Information & Communication
4377.T,ONE CAREER Inc.,Information & Communication
4378.T,CINC Corp.,Information & Communication
4379.T,Photosynth inc.,Information & Communication
4380.T,M - mart Inc.,Information & Communication
4381.T,"BPLATS,Inc.",Information & Communication
4382.T,"HEROZ,Inc.",Information & Communication
4384.T,RAKSUL INC.,Information & Communication
4385.T,"Mercari,Inc.",Information & Communication
4386.T,"SIG Group Co.,Ltd.",Information & Communication
4387.T,"ZUU Co.,Ltd.",Information & Communication
4388.T,"AI,Inc.",Information & Communication
4389.T,"Property Data Bank,Inc.",Information & Communication
4390.T,"IPS,Inc.",Information & Communication
4391.T,"Logizard Co.,Ltd.",Information & Communication
4392.T,"Future Innovation Group,Inc.",Information & Communication
4393.T,"Bank of Innovation,Inc.",Information & Communication
4394.T,"eXmotion Co.,Ltd.",Information & Communication
4395.T,Accrete Inc.,Information & Communication
4396.T,System Support Inc.,Information & Communication
4397.T,TeamSpirit Inc.,Information & Communication
4398.T,"BroadBand Security,Inc.",Information & Communication
4401.T,ADEKA CORPORATION,Chemicals
4403.T,NOF CORPORATION,Chemicals
4404.T,"Miyoshi Oil & Fat Co.,Ltd.",Foods
4406.T,"New Japan Chemical Co.,Ltd.",Chemicals
4409.T,"TOHO CHEMICAL INDUSTRY COMPANY,LIMITED",Chemicals
4410.T,"HARIMA CHEMICALS GROUP,INC.",Chemicals
4412.T,"Science Arts,Inc.",Information & Communication
4413.T,"baudroie,inc.",Information & Communication
4414.T,"FLECT Co.,Ltd.",Information & Communication
4415.T,"BROAD ENTERPRISE CO.,LTD.",Information & Communication
4416.T,True Data Inc.,Information & Communication
4417.T,Global Security Experts Inc.,Information & Communication
4418.T,Japan Data Science Consortium Co.Ltd.,Information & Communication
4419.T,Finatext Holdings Ltd.,Information & Communication
4420.T,"eSOL Co.,Ltd.",Information & Communication
4421.T,"D.I.System Co.,Ltd.",Information & Communication
4422.T,VALUENEX Japan Inc.,Information & Communication
4424.T,"Amazia,inc.",Information & Communication
4425.T,Kudan Inc.,Information & Communication
4426.T,"Passlogy Co.,Ltd.",Information & Communication
4427.T,"EduLab,Inc.",Information & Communication
4428.T,sinops Inc.,Information & Communication
4429.T,"Ricksoft Co.,Ltd.",Information & Communication
4430.T,"TOKAI SOFT CO.,LTD.",Information & Communication
4431.T,"Smaregi,Inc.",Information & Communication
4432.T,WingArc1st Inc.,Information & Communication
4433.T,"HITO-Communications Holdings,Inc.",Information & Communication
4434.T,"Serverworks Co.,Ltd.",Information & Communication
4435.T,"kaonavi,inc.",Information & Communication
4436.T,"MINKABU THE INFONOID,Inc.",Information & Communication
4437.T,"gooddays holdings,Inc.",Information & Communication
4438.T,Welby Inc.,Information & Communication
4439.T,"TOUMEI CO.,LTD.",Information & Communication
4440.T,WITZ Corporation,Information & Communication
4441.T,Tobila Systems Inc.,Information & Communication
4442.T,"VALTES HOLDINGS CO.,LTD.",Information & Communication
4443.T,"Sansan,Inc.",Information & Communication
4444.T,infoNet inc.,Information & Communication
4445.T,Living Technologies Inc.,Information & Communication
4446.T,Link-U Group Inc.,Information & Communication
4447.T,"PBsystems,Inc.",Information & Communication
4448.T,"Chatwork Co.,Ltd.",Information & Communication
4449.T,giftee Inc.,Information & Communication
4450.T,"Power Solutions,Ltd.",Information & Communication
4452.T,Kao Corporation,Chemicals
4461.T,DKS Co.Ltd.,Chemicals
4462.T,"ISHIHARA CHEMICAL CO.,LTD.",Chemicals
4463.T,"NICCA CHEMICAL CO.,LTD.",Chemicals
4464.T,SOFT99corporation,Chemicals
4465.T,"Niitaka Co., Ltd.",Chemicals
4471.T,"SANYO CHEMICAL INDUSTRIES,LTD.",Chemicals
4475.T,HENNGE K.K.,Information & Communication
4476.T,AI CROSS Inc.,Information & Communication
4477.T,"BASE,Inc.",Information & Communication
4478.T,freee K.K.,Information & Communication
4479.T,"Makuake,Inc.",Information & Communication
4480.T,"MEDLEY,INC.",Information & Communication
4481.T,"BASE CO.,LTD.",Information & Communication
4482.T,WILLs Inc.,Information & Communication
4483.T,JMDC Inc.,Information & Communication
4484.T,"LANCERS,INC.",Information & Communication
4485.T,JTOWER Inc.,Information & Communication
4486.T,Unite and Grow Inc.,Information & Communication
4487.T,"Spacemarket,Inc.",Information & Communication
4488.T,AI inside Inc.,Information & Communication
4490.T,VisasQ Inc.,Information & Communication
4491.T,"Computer Management Co.,Ltd.",Information & Communication
4492.T,GENETEC CORPORATION,Information & Communication
4493.T,"Cyber Security Cloud,Inc.",Information & Communication
4494.T,Vario Secure Inc.,Information & Communication
4495.T,"i Cubed Systems,Inc.",Information & Communication
4496.T,Commerce One Holdings Inc.,Information & Communication
4498.T,"Cybertrust Japan Co.,Ltd.",Information & Communication
4499.T,"Speee,Inc.",Information & Communication
4502.T,Takeda Pharmaceutical Company Limited,Pharmaceutical
4503.T,Astellas Pharma Inc.,Pharmaceutical
4506.T,"Sumitomo Pharma Co.,Ltd.",Pharmaceutical
4507.T,"Shionogi & Co.,Ltd.",Pharmaceutical
4512.T,"WAKAMOTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4516.T,"Nippon Shinyaku Co.,Ltd.",Pharmaceutical
4519.T,"CHUGAI PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4521.T,"KAKEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4523.T,"Eisai Co.,Ltd.",Pharmaceutical
4524.T,"MORISHITA JINTAN CO.,LTD.",Pharmaceutical
4526.T,"RIKEN VITAMIN CO.,LTD.",Foods
4527.T,"ROHTO PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4528.T,"ONO PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4530.T,"HISAMITSU PHARMACEUTICAL CO.,INC.",Pharmaceutical
4531.T,"Yuki Gosei Kogyo Co.,Ltd.",Chemicals
4534.T,"Mochida Pharmaceutical Co.,Ltd.",Pharmaceutical
4536.T,"SANTEN PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4538.T,"Fuso Pharmaceutical Industries,Ltd.",Pharmaceutical
4539.T,"NIPPON CHEMIPHAR CO.,LTD.",Pharmaceutical
4540.T,TSUMURA & CO.,Pharmaceutical
4543.T,TERUMO CORPORATION,Precision Instruments
4544.T,"H.U. Group Holdings,Inc.",Services
4547.T,"KISSEI PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4548.T,SEIKAGAKU CORPORATION,Pharmaceutical
4549.T,"EIKEN CHEMICAL CO.,LTD.",Pharmaceutical
4551.T,"TORII PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4552.T,"JCR Pharmaceuticals Co.,Ltd.",Pharmaceutical
4553.T,"TOWA PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4554.T,"Fuji Pharma Co.,Ltd.",Pharmaceutical
4556.T,"KAINOS Laboratories,Inc.",Pharmaceutical
4558.T,"CHUKYO IYAKUHIN CO.,LTD.",Pharmaceutical
4559.T,"ZERIA PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4563.T,"AnGes,Inc.",Pharmaceutical
4564.T,"OncoTherapy Science,Inc.",Pharmaceutical
4565.T,"Nxera Pharma Co.,Ltd.",Pharmaceutical
4568.T,"DAIICHI SANKYO COMPANY,LIMITED",Pharmaceutical
4569.T,"KYORIN Pharmaceutical Co.,Ltd.",Pharmaceutical
4570.T,"Immuno-Biological Laboratories Co.,Ltd.",Pharmaceutical
4571.T,"NANO MRNA Co.,Ltd.",Pharmaceutical
4572.T,"Carna Biosciences,Inc.",Pharmaceutical
4574.T,"TAIKO PHARMACEUTICAL CO.,LTD.",Pharmaceutical
4575.T,"CanBas Co.,Ltd.",Pharmaceutical
4576.T,"D.Western Therapeutics Institute, Inc.",Pharmaceutical
4577.T,"Daito Pharmaceutical Co.,Ltd.",Pharmaceutical
4578.T,"Otsuka Holdings Co.,Ltd.",Pharmaceutical
4579.T,RaQualia Pharma Inc.,Pharmaceutical
4582.T,SymBio Pharmaceuticals Limited,Pharmaceutical
4583.T,Chiome Bioscience Inc.,Pharmaceutical
4584.T,Kidswell Bio Corporation,Pharmaceutical
4586.T,"Medrx Co.,Ltd.",Pharmaceutical
4587.T,PeptiDream Inc.,Pharmaceutical
4588.T,Oncolys BioPharma Inc.,Pharmaceutical
4591.T,RIBOMIC Inc.,Pharmaceutical
4592.T,SanBio Company Limited,Pharmaceutical
4593.T,HEALIOS K.K.,Pharmaceutical
4594.T,"BrightPath Biotherapeutics Co.,Ltd.",Pharmaceutical
4595.T,"MIZUHO MEDY CO.,LTD.",Pharmaceutical
4596.T,"Kubota Pharmaceutical Holdings Co.,Ltd.",Pharmaceutical
4597.T,Solasia Pharma K.K.,Pharmaceutical
4598.T,"Delta-Fly Pharma,Inc.",Pharmaceutical
4599.T,StemRIM Inc.,Pharmaceutical
4611.T,"Dai Nippon Toryo Company,Limited",Chemicals
4612.T,"NIPPON PAINT HOLDINGS CO.,LTD.",Chemicals
4613.T,"KANSAI PAINT CO.,LTD.",Chemicals
4615.T,"SHINTO PAINT COMPANY,LIMITED",Chemicals
4616.T,"KAWAKAMI PAINT MANUFACTURING CO.,LTD.",Chemicals
4617.T,"Chugoku Marine Paints,Ltd.",Chemicals
4619.T,"Nihon Tokushu Toryo Co.,Ltd.",Chemicals
4620.T,"FUJIKURA KASEI CO.,LTD.",Chemicals
4623.T,ASAHIPEN CORPORATION,Chemicals
4624.T,"Isamu Paint Co.,Ltd.",Chemicals
4625.T,"ATOMIX CO.,LTD.",Chemicals
4626.T,"TAIYO HOLDINGS CO.,LTD.",Chemicals
4627.T,"NATOCO CO.,LTD.",Chemicals
4628.T,"SK KAKEN CO.,LTD.",Chemicals
4629.T,"DAISHIN CHEMICAL CO.,LTD.",Chemicals
4631.T,DIC Corporation,Chemicals
4633.T,SAKATA INX CORPORATION,Chemicals
4634.T,"artience Co.,Ltd.",Chemicals
4635.T,"TOKYO PRINTING INK MFG.CO.,LTD.",Chemicals
4641.T,Altech Corporation,Services
4642.T,"ORIGINAL ENGINEERING CONSULTANTS CO.,LTD.",Services
4644.T,"Imagineer Co.,Ltd.",Information & Communication
4645.T,"ICHISHIN HOLDINGS CO.,LTD.",Services
4650.T,"SD ENTERTAINMENT,Inc.",Services
4651.T,SANIX INCORPORATED,Services
4657.T,"ENVIRONMENTAL CONTROL CENTER CO.,LTD.",Services
4658.T,"Nippon Air Conditioning Services Co.,Ltd.",Services
4659.T,"AJIS CO.,LTD.",Services
4661.T,"ORIENTAL LAND CO.,LTD.",Services
4662.T,Focus Systems Corporation,Information & Communication
4664.T,JAPAN RELIANCE SERVICE CORPORATION,Services
4665.T,"DUSKIN CO.,LTD.",Services
4666.T,"PARK24 Co.,Ltd.",Real Estate
4667.T,"AISAN TECHNOLOGY CO.,LTD.",Information & Communication
4668.T,"MEIKO NETWORK JAPAN CO.,LTD.",Services
4671.T,"FALCO HOLDINGS Co.,Ltd.",Services
4673.T,"Kawasaki Geological Engineering Co.,Ltd.",Services
4674.T,CRESCO LTD.,Information & Communication
4676.T,"FUJI MEDIA HOLDINGS,INC.",Information & Communication
4678.T,"SHUEI YOBIKO Co.,Ltd.",Services
4679.T,"TAYA Co.,Ltd.",Services
4680.T,ROUND ONE Corporation,Services
4681.T,"RESORTTRUST,INC.",Services
4684.T,"OBIC Co.,Ltd.",Information & Communication
